date,ticker,title,source,url,snippet,full_content,query_source,signal_score,is_atw_core,scraping_date
2026-02-07T08:48:29+00:00,ATW,Attijariwafa bank and Wafa Assurance to launch a microinsurance product - Atlas Magazine,Atlas Magazine,http://www.atlas-mag.net/en/articles/attijariwafa-bank-and-wafa-assurance-launch-microinsurance-product-0,Attijariwafa bank and Wafa Assurance to launch a microinsurance product Atlas Magazine,"Attijariwafa bank and Wafa Assurance are developing a microinsurance product called ""Amane"". Targeting low-income individuals, professionals and VSEs (very small enterprises), the new policy includes four guarantees:
- Amane Hyati to cover funeral expenses
- Amane El Waldine to grant a death benefit to a relative
- Amane Wladi to allocate a death benefit for a child
- Amane Sahti to cover daily hospitalization fees
The offer is available from 99 MAD (10.8 USD) per year.",google_news:US:en,45,0,2026-04-15T16:30:31.060295+00:00
2026-01-08T16:37:26+00:00,ATW,"Affaire Abroun : les banques mises à l’épreuve, jugements au cas par cas",Medias24,https://medias24.com/2026/01/08/affaire-abroun-les-banques-mises-a-lepreuve-jugements-au-cas-par-cas-1608673/,"La condamnation de la BMCI à 48,5 millions de dirhams pour manquement bancaire au profit d’Abroun Gold TV Sat n’a pas clos le débat. D’autres actions engagées par le groupe contre Attijariwafa bank et Bank of Africa, fondées sur des griefs similaires, ont abouti à des solutions judiciaires radicalement différentes, mettant en lumière un contentieux bancaire au dénouement incertain.","Affaire Abroun : les banques mises à l’épreuve, jugements au cas par cas
La condamnation de la BMCI à 48,5 millions de dirhams pour manquement bancaire au profit d’Abroun Gold TV Sat n’a pas clos le débat. D’autres actions engagées par le groupe contre Attijariwafa bank et Bank of Africa, fondées sur des griefs similaires, ont abouti à des solutions judiciaires radicalement différentes, mettant en lumière un contentieux bancaire au dénouement incertain.
Révélée par Médias24, la condamnation de la BMCI pour faute bancaire au profit du groupe Abroun agite les milieux d’affaires. Deux jours après la parution de cette décision dans nos colonnes, de nouveaux éléments obtenus par nos soins en précisent les ressorts techniques.
Tirées de documents judiciaires, ces données...
- S’informer en avant-première et accéder à l’intégralité des contenus PREMIUM
- Accédez à nos enquêtes, analyses, portraits, chroniques…
- Soutenez un journalisme crédible, fiable et indépendant
à lire aussi
Article : Jetour officialise son arrivée au Maroc avec deux nouveaux SUV, le T1 et le G700
La marque chinoise Jetour fait son entrée officielle sur le marché marocain. À Casablanca, Smeia a orchestré un lancement marqué par la présentation de deux nouveaux SUV, appelés à structurer la gamme dans les mois à venir.
Article : L'ENSIAS accueille le Moroccan Cybersecurity Camp à Rabat
Le club INSEC de l'école d'ingénieurs ENSIAS organise du 17 au 19 avril 2026 le Moroccan Cybersecurity Camp (MCSC INSEC), à Rabat. Cet événement réunit experts et étudiants autour d'une thématique au cœur de l'actualité financière et technologique nationale l'usage de la blockchain pour la sécurité et la confiance numérique du Bitcoin jusqu'au futur E-Dirham marocain.
Article : Finances publiques. Ralentissement du rythme des recettes et amélioration du solde à fin mars 2026
À fin mars 2026, les finances publiques montrent un ralentissement du rythme des recettes, tandis que les dépenses évoluent plus modérément. Cette évolution intervient après une année 2025 marquée par des niveaux exceptionnellement élevés de certaines recettes fiscales et s’accompagne d’une amélioration du solde budgétaire.
Article : Avec la base EasyJet à Marrakech, l’ONMT active un nouveau levier aérien
L’Office national marocain du tourisme inaugure, à Marrakech, une nouvelle base easy.Jet. Avec trois avions déployés, permettant d'atteindre jusqu'à 4 millions de sièges dès la première année, afin d'amplifier les flux vers le Royaume sur les marchés européens.
Article : Rabat : l’EMI ouvre le débat sur la souveraineté technologique et intellectuelle
L’École Mohammadia d’ingénieurs accueille, le 16 avril 2026, une préconférence de haut niveau consacrée à la souveraineté technologique et intellectuelle. Organisée en prélude à la 32e édition du Forum EMI-Entreprises, cette rencontre ambitionne de nourrir la réflexion sur les nouveaux rapports de puissance à l’ère de l’intelligence artificielle.
Article : Système Link-16 : comment l'interopérabilité militaire avec les États-Unis change la donne pour le Maroc
Le succès du test d'interopérabilité du système Link-16, fruit d'une coordination minutieuse entre l'USAFE-AFAFRICA et les FAR, marque une rupture stratégique : le Royaume ne se contente plus de coopérer, il s'aligne désormais sur les standards technologiques les plus sophistiqués de l'OTAN.",direct:medias24_wp,44,1,2026-04-15T18:18:15.864287+00:00
2026-01-06T13:09:20+00:00,ATW,"En liquidation, Abroun fait condamner BMCI pour faute bancaire",Medias24,https://medias24.com/2026/01/06/en-liquidation-abroun-fait-condamner-bmci-pour-faute-bancaire-1607101/,"BMCI a été condamnée à payer près de 48,5 millions de dirhams au profit d’Abroun Gold TV Sat, entreprise en liquidation dont la banque figure parmi les principaux créanciers. Le groupe dirigé par Abdelmalek Abroun a multiplié les actions en responsabilité bancaire contre d’autres partenaires financiers, avec des issues contrastées selon les dossiers.","En liquidation, Abroun fait condamner BMCI pour faute bancaire
BMCI a été condamnée à payer près de 48,5 millions de dirhams au profit d’Abroun Gold TV Sat, entreprise en liquidation dont la banque figure parmi les principaux créanciers. Le groupe dirigé par Abdelmalek Abroun a multiplié les actions en responsabilité bancaire contre d'autres partenaires financiers, avec des issues contrastées selon les dossiers.
BMCI encaisse un revers judiciaire de taille dans le dossier Abroun. Le tribunal de commerce de Casablanca a retenu une faute bancaire à l’encontre de la banque et l’a condamnée...
- S’informer en avant-première et accéder à l’intégralité des contenus PREMIUM
- Accédez à nos enquêtes, analyses, portraits, chroniques…
- Soutenez un journalisme crédible, fiable et indépendant
à lire aussi
Article : Jetour officialise son arrivée au Maroc avec deux nouveaux SUV, le T1 et le G700
La marque chinoise Jetour fait son entrée officielle sur le marché marocain. À Casablanca, Smeia a orchestré un lancement marqué par la présentation de deux nouveaux SUV, appelés à structurer la gamme dans les mois à venir.
Article : L'ENSIAS accueille le Moroccan Cybersecurity Camp à Rabat
Le club INSEC de l'école d'ingénieurs ENSIAS organise du 17 au 19 avril 2026 le Moroccan Cybersecurity Camp (MCSC INSEC), à Rabat. Cet événement réunit experts et étudiants autour d'une thématique au cœur de l'actualité financière et technologique nationale l'usage de la blockchain pour la sécurité et la confiance numérique du Bitcoin jusqu'au futur E-Dirham marocain.
Article : Finances publiques. Ralentissement du rythme des recettes et amélioration du solde à fin mars 2026
À fin mars 2026, les finances publiques montrent un ralentissement du rythme des recettes, tandis que les dépenses évoluent plus modérément. Cette évolution intervient après une année 2025 marquée par des niveaux exceptionnellement élevés de certaines recettes fiscales et s’accompagne d’une amélioration du solde budgétaire.
Article : Avec la base EasyJet à Marrakech, l’ONMT active un nouveau levier aérien
L’Office national marocain du tourisme inaugure, à Marrakech, une nouvelle base easy.Jet. Avec trois avions déployés, permettant d'atteindre jusqu'à 4 millions de sièges dès la première année, afin d'amplifier les flux vers le Royaume sur les marchés européens.
Article : Rabat : l’EMI ouvre le débat sur la souveraineté technologique et intellectuelle
L’École Mohammadia d’ingénieurs accueille, le 16 avril 2026, une préconférence de haut niveau consacrée à la souveraineté technologique et intellectuelle. Organisée en prélude à la 32e édition du Forum EMI-Entreprises, cette rencontre ambitionne de nourrir la réflexion sur les nouveaux rapports de puissance à l’ère de l’intelligence artificielle.
Article : Système Link-16 : comment l'interopérabilité militaire avec les États-Unis change la donne pour le Maroc
Le succès du test d'interopérabilité du système Link-16, fruit d'une coordination minutieuse entre l'USAFE-AFAFRICA et les FAR, marque une rupture stratégique : le Royaume ne se contente plus de coopérer, il s'aligne désormais sur les standards technologiques les plus sophistiqués de l'OTAN.",direct:medias24_wp,16,0,2026-04-15T18:18:15.864287+00:00
2026-01-05T13:41:31+00:00,ATW,Delattre Levivier Maroc : la créance AWB admise à titre privilégié,Medias24,https://medias24.com/2026/01/05/delattre-levivier-maroc-la-creance-awb-admise-a-titre-privilegie-1606415/,"Le juge-commissaire chargé de la liquidation de Delattre Levivier Maroc a validé la créance d’Attijariwafa bank, qui se positionne comme créancier privilégié.","Delattre Levivier Maroc : la créance AWB admise à titre privilégié
Le juge-commissaire chargé de la liquidation de Delattre Levivier Maroc a validé la créance d'Attijariwafa bank, qui se positionne comme créancier privilégié.
- S’informer en avant-première et accéder à l’intégralité des contenus PREMIUM
- Accédez à nos enquêtes, analyses, portraits, chroniques…
- Soutenez un journalisme crédible, fiable et indépendant
à lire aussi
Article : Jetour officialise son arrivée au Maroc avec deux nouveaux SUV, le T1 et le G700
La marque chinoise Jetour fait son entrée officielle sur le marché marocain. À Casablanca, Smeia a orchestré un lancement marqué par la présentation de deux nouveaux SUV, appelés à structurer la gamme dans les mois à venir.
Article : L'ENSIAS accueille le Moroccan Cybersecurity Camp à Rabat
Le club INSEC de l'école d'ingénieurs ENSIAS organise du 17 au 19 avril 2026 le Moroccan Cybersecurity Camp (MCSC INSEC), à Rabat. Cet événement réunit experts et étudiants autour d'une thématique au cœur de l'actualité financière et technologique nationale l'usage de la blockchain pour la sécurité et la confiance numérique du Bitcoin jusqu'au futur E-Dirham marocain.
Article : Finances publiques. Ralentissement du rythme des recettes et amélioration du solde à fin mars 2026
À fin mars 2026, les finances publiques montrent un ralentissement du rythme des recettes, tandis que les dépenses évoluent plus modérément. Cette évolution intervient après une année 2025 marquée par des niveaux exceptionnellement élevés de certaines recettes fiscales et s’accompagne d’une amélioration du solde budgétaire.
Article : Avec la base EasyJet à Marrakech, l’ONMT active un nouveau levier aérien
L’Office national marocain du tourisme inaugure, à Marrakech, une nouvelle base easy.Jet. Avec trois avions déployés, permettant d'atteindre jusqu'à 4 millions de sièges dès la première année, afin d'amplifier les flux vers le Royaume sur les marchés européens.
Article : Rabat : l’EMI ouvre le débat sur la souveraineté technologique et intellectuelle
L’École Mohammadia d’ingénieurs accueille, le 16 avril 2026, une préconférence de haut niveau consacrée à la souveraineté technologique et intellectuelle. Organisée en prélude à la 32e édition du Forum EMI-Entreprises, cette rencontre ambitionne de nourrir la réflexion sur les nouveaux rapports de puissance à l’ère de l’intelligence artificielle.
Article : Système Link-16 : comment l'interopérabilité militaire avec les États-Unis change la donne pour le Maroc
Le succès du test d'interopérabilité du système Link-16, fruit d'une coordination minutieuse entre l'USAFE-AFAFRICA et les FAR, marque une rupture stratégique : le Royaume ne se contente plus de coopérer, il s'aligne désormais sur les standards technologiques les plus sophistiqués de l'OTAN.",direct:medias24_wp,20,0,2026-04-15T18:18:15.864287+00:00
2026-01-05,ATW,Nouvelle Charte de l’investissement : Attijariwafa bank partenaire clé des TPME,Medias24,https://medias24.com/2026/01/05/awb-partenaire-cle-tpme-1598929/,,"Nouvelle Charte de l’investissement : Attijariwafa bank partenaire clé des TPME
Avec la nouvelle Charte de l’Investissement, le Maroc entre dans une phase d’accélération économique. Aux côtés des institutions, Attijariwafa bank facilite une mise en œuvre fluide pour les TPME. Entretien avec Hind Driouech, Directrice Exécutive en charge du marché de l'entreprise, Attijariwafa bank.
En érigeant la mobilisation du capital privé en moteur de croissance, le dispositif légal trace les contours d’un modèle où les TPME occupent une place centrale.
Cette dynamique repose sur un dispositif d’incitations inédit, structuré autour de trois leviers (emploi, territoire et secteurs prioritaires) permettant aux entreprises de bénéficier de primes pouvant atteindre 30 % de leurs investissements.
Mais pour qu’un cadre aussi ambitieux devienne un véritable outil de transformation, il doit être accessible et accompagné. C’est précisément dans cet espace qu’Attijariwafa bank joue un rôle déterminant. La banque s’est positionnée comme un relais opérationnel entre la vision portée par la Charte et les réalités concrètes des porteurs de projets. En mobilisant des financements adaptés et en accélérant l’instruction des dossiers, elle contribue à réduire le temps d’accès aux incitations, un enjeu crucial pour les entreprises qui souhaitent investir rapidement.
La visibilité des critères constitue un autre défi pour les TPME. Entre un chiffre d’affaires situé entre 1 et 200 millions de dirhams, un projet compris entre 1 et 50 millions, un apport minimum de 10 % et des exigences claires en matière d’emplois, le parcours nécessite d’être balisé. Attijariwafa bank s’y engage en renforçant la proximité avec les entrepreneurs grâce à ses Centres d’Affaires et aux espaces Dar Al Moukawil.
Ce maillage territorial permet à chaque structure, qu’elle soit en phase de création ou de développement, d’être accompagnée par un interlocuteur unique, formé aux spécificités de la Charte et capable de préparer les dossiers destinés aux CRI.
Cet ancrage est prolongé par une expertise dédiée. La banque a structuré une cellule spécialisée, chargée d’analyser les projets, d’élaborer les montages financiers appropriés et d’orienter les entreprises vers d’autres mécanismes publics en cas de besoin. À cela s’ajoute la mise à disposition de simulateurs interactifs, de conditions avantageuses sur les frais d’études et d’avances sur subvention ; lesquels contribuent à sécuriser la démarche et à réduire les incertitudes.
En initiant également une tournée régionale en collaboration avec les CRI et les écosystèmes locaux, Attijariwafa bank participe à la diffusion de l’information et à la montée en compétence des acteurs économiques sur l’ensemble du territoire. Partenaire de confiance, le groupe contribue à transformer cette opportunité en projets concrets, porteurs de croissance, d’emplois et d’impact durable pour l’économie marocaine.",direct:medias24_topic,75,1,2026-04-15T18:18:15.864287+00:00
2025-12-17T08:00:00+00:00,ATW,Fitch Upgrades Attijariwafa bank to 'BB+'; Outlook Stable - Fitch Ratings,Fitch Ratings,https://www.fitchratings.com/research/banks/fitch-upgrades-attijariwafa-bank-to-bb-outlook-stable-17-12-2025,Fitch Upgrades Attijariwafa bank to 'BB+'; Outlook Stable Fitch Ratings,"Skip to main content
Ratings
Sectors
Insights
Events
Subscriptions
About Us
Contact Us",google_news:US:en,71,1,2026-04-15T16:30:31.060295+00:00
2025-12-17,ATW,IPO de SGTM : Attijariwafa bank concentre près de 45% des souscripteurs,Medias24,https://medias24.com/2025/12/17/ipo-de-sgtm-attijariwafa-bank-concentre-pres-de-45-des-souscripteurs-1597769/,,"Dans le cadre de l’introduction en Bourse de SGTM, Attijariwafa bank a concentré près de 45% des souscripteurs, selon les données communiquées à l’issue de l’opération.
Il s’agit de la part la plus élevée enregistrée pour un établissement lors d’une IPO sur le marché marocain.
Cette opération intervient après celle de Cash Plus, lors de laquelle la banque avait déjà dépassé le seuil des 40% des souscripteurs, avec une part de 42%, confirmant une récurrence de ce niveau de participation sur les introductions récentes.
Au total, l’IPO de SGTM a mobilisé plus de 173.000 souscripteurs, un volume inédit sur la Bourse de Casablanca. Ce chiffre dépasse celui observé lors de l’introduction de Maroc Telecom, longtemps considérée comme l’opération de référence en matière de diffusion auprès du grand public.
À l’issue de l’opération, SGTM se retrouve avec la base actionnariale la plus large jamais constituée pour une société cotée au Maroc. Cette configuration est susceptible de soutenir la liquidité du titre et sa visibilité sur le marché secondaire.
Plus largement, cette introduction illustre la capacité du marché marocain à mobiliser l’épargne des investisseurs particuliers autour d’opérations d’envergure, dans un contexte de regain d’intérêt pour le marché actions.
Attijariwafa Bank demeure la première capitalisation de la Bourse de Casablanca, avec une valorisation dépassant 158 MMDH. Son résultat net consolidé s’établit à 9,6 MMDH à fin septembre 2025, en hausse de 13,4% sur un an.
De son côté, le résultat net part du groupe atteint 8,3 MMDH, en progression de 14,9% par rapport à septembre 2024.
Source: medias24.com",direct:medias24_topic,83,1,2026-04-15T18:18:15.864287+00:00
2025-12-15T13:19:59+00:00,ATW,Affaire Casa Parc : AWB maintient la pression sur les promoteurs,Medias24,https://medias24.com/2025/12/15/affaire-casa-parc-awb-maintient-la-pression-sur-les-promoteurs-1595955/,"Attijariwafa bank a obtenu deux nouvelles ventes judiciaires visant des biens de la société Treize Huit Sidi Maarouf, promoteur du projet immobilier inachevé Casa Parc.","Affaire Casa Parc : AWB maintient la pression sur les promoteurs
Attijariwafa bank a obtenu deux nouvelles ventes judiciaires visant des biens de la société Treize Huit Sidi Maarouf, promoteur du projet immobilier inachevé Casa Parc.
- S’informer en avant-première et accéder à l’intégralité des contenus PREMIUM
- Accédez à nos enquêtes, analyses, portraits, chroniques…
- Soutenez un journalisme crédible, fiable et indépendant
à lire aussi
Article : Jetour officialise son arrivée au Maroc avec deux nouveaux SUV, le T1 et le G700
La marque chinoise Jetour fait son entrée officielle sur le marché marocain. À Casablanca, Smeia a orchestré un lancement marqué par la présentation de deux nouveaux SUV, appelés à structurer la gamme dans les mois à venir.
Article : L'ENSIAS accueille le Moroccan Cybersecurity Camp à Rabat
Le club INSEC de l'école d'ingénieurs ENSIAS organise du 17 au 19 avril 2026 le Moroccan Cybersecurity Camp (MCSC INSEC), à Rabat. Cet événement réunit experts et étudiants autour d'une thématique au cœur de l'actualité financière et technologique nationale l'usage de la blockchain pour la sécurité et la confiance numérique du Bitcoin jusqu'au futur E-Dirham marocain.
Article : Finances publiques. Ralentissement du rythme des recettes et amélioration du solde à fin mars 2026
À fin mars 2026, les finances publiques montrent un ralentissement du rythme des recettes, tandis que les dépenses évoluent plus modérément. Cette évolution intervient après une année 2025 marquée par des niveaux exceptionnellement élevés de certaines recettes fiscales et s’accompagne d’une amélioration du solde budgétaire.
Article : Avec la base EasyJet à Marrakech, l’ONMT active un nouveau levier aérien
L’Office national marocain du tourisme inaugure, à Marrakech, une nouvelle base easy.Jet. Avec trois avions déployés, permettant d'atteindre jusqu'à 4 millions de sièges dès la première année, afin d'amplifier les flux vers le Royaume sur les marchés européens.
Article : Rabat : l’EMI ouvre le débat sur la souveraineté technologique et intellectuelle
L’École Mohammadia d’ingénieurs accueille, le 16 avril 2026, une préconférence de haut niveau consacrée à la souveraineté technologique et intellectuelle. Organisée en prélude à la 32e édition du Forum EMI-Entreprises, cette rencontre ambitionne de nourrir la réflexion sur les nouveaux rapports de puissance à l’ère de l’intelligence artificielle.
Article : Système Link-16 : comment l'interopérabilité militaire avec les États-Unis change la donne pour le Maroc
Le succès du test d'interopérabilité du système Link-16, fruit d'une coordination minutieuse entre l'USAFE-AFAFRICA et les FAR, marque une rupture stratégique : le Royaume ne se contente plus de coopérer, il s'aligne désormais sur les standards technologiques les plus sophistiqués de l'OTAN.",direct:medias24_wp,20,0,2026-04-15T18:18:15.864287+00:00
2025-11-17T08:00:00+00:00,ATW,Attijariwafa bank lance à Dakhla son 25ᵉ centre Dar Al Moukawil - Medias24,Medias24,https://medias24.com/2025/11/17/attijariwafa-bank-lance-a-dakhla-son-25%E1%B5%89-centre-dar-al-moukawil/,Attijariwafa bank lance à Dakhla son 25ᵉ centre Dar Al Moukawil Medias24,"Attijariwafa bank lance à Dakhla son 25ᵉ centre Dar Al Moukawil
Attijariwafa bank a ouvert à Dakhla, son 25ᵉ centre Dar Al Moukawil. Installé au sein de la CCIS de Dakhla-Oued Eddahab, ce nouvel espace propose un accompagnement gratuit aux porteurs de projets, auto-entrepreneurs et TPE de la région.
Le groupe Attijariwafa bank a inauguré, ce lundi 17 novembre, son 25e centre Dar Al Moukawil à Dakhla. Le nouvel espace est installé au sein de la chambre de commerce, d’industrie et de services (CCIS) de Dakhla-Oued Eddahab, un emplacement qui vise, selon le groupe, à faciliter l’interaction avec les acteurs économiques locaux.
Le centre accompagne les porteurs de projets, commerçants, artisans, auto-entrepreneurs et très petites entreprises (TPE) à travers des services non financiers, des formations gratuites et des conseils personnalisés.
Créé en 2016, Dar Al Moukawil est un dispositif national d’appui à l’entrepreneuriat, accessible aux porteurs de projets et petites entreprises, clients ou non de la banque. Le réseau compte désormais 25 centres répartis dans les principales villes du pays, de Tanger à Laâyoune, en passant par Casablanca, Rabat, Agadir ou encore Errachidia.
Depuis son lancement, plus de 900.000 porteurs de projets et petites entreprises, ainsi que 7.000 coopératives, ont bénéficié de ses services. L’écosystème digital complète le dispositif, avec 6,2 millions de visiteurs sur le portail daralmoukawil.com et 34 millions de vues cumulées sur les plateformes Facebook et YouTube.
à lire aussi
Article : Prix des carburants : une transmission des cours mondiaux partielle pour le gasoil et supérieure pour l’essence (Conseil de la concurrence)
Le Conseil de la concurrence a publié une nouvelle note analysant l'évolution des prix du gasoil et de l'essence au Maroc entre le 16 mars et le 1ᵉʳ avril 2026. Dans un contexte de forte volatilité des cours internationaux, l'institution examine le degré de corrélation entre les cotations de référence et les prix pratiqués à la pompe par les opérateurs nationaux. Voici ce qu'il en ressort.
Article : Sahara. Six mois après la résolution 2797, bilan pour Mistura et revue stratégique de la Minurso
Au-delà du calendrier du Conseil de sécurité, la fin avril 2026 pourrait marquer un moment de vérité pour l'affaire du Sahara. Le bilan attendu de Staffan de Mistura doit permettre de mesurer dans quelle mesure les discussions relancées en janvier 2026 ont confirmé la centralité de l’initiative marocaine d’autonomie, aujourd’hui consacrée comme l’unique cadre réaliste de sortie. Quant à l’examen de la Minurso, il revient à interroger la pertinence persistante d’une mission créée pour un référendum devenu impraticable et désormais dépassé par la dynamique politique imprimée au dossier.
Article : Supporters sénégalais. Sanctions confirmées, quelles suites ?
Sanctions confirmées en appel pour les supporters sénégalais : recours possibles, libérations, grâce ou transfèrement, quelles suites ?
Article : OCP prépare une émission obligataire hybride en dollars, une première dans sa structure de dette
Le groupe OCP se tourne vers les marchés internationaux des capitaux avec une émission structurée en hybride. En recourant à un instrument à mi-chemin entre dette et quasi-fonds propres, le groupe cherche à mobiliser des ressources sans dégrader son profil d’endettement, ni accentuer la pression sur la signature souveraine. Décryptage.
Article : Guir-Ziz-Rheris. Pour faire face à la pénurie d'eau, un nouveau plan stratégique dans ce bassin du sud-est du Royaume
C’est l’un des bassins les plus exposés à la pression hydrique dans le pays. Pour contenir l’aggravation de la pénurie d’eau dans le Guir-Ziz-Rheris, un programme de plusieurs projets est lancé, avec à la clé de nouveaux forages, des ouvrages de recharge des nappes et des investissements ciblés pour tenter d’enrayer la dégradation hydrique de la zone.
Article : Le Roi nomme El Yazid Er-Radi secrétaire général du Conseil supérieur des Oulémas
Le Roi Mohammed VI, Amir Al Mouminine, a reçu, le mardi 14 avril 2026 au palais royal de Rabat, Mohamed Yessef, décoré du Wissam Al Arch (Grand Officier), avant de nommer El Yazid Er-Radi au poste de secrétaire général du Conseil supérieur des Oulémas.",google_news:MA:fr,53,0,2026-04-15T16:30:31.060295+00:00
2025-11-15,ATW,"Attijariwafa bank : le RNPG en hausse de 14,9% à fin septembre",Medias24,https://medias24.com/2025/11/15/attijariwafa-bank-le-rnpg-en-hausse-de-149-a-fin-septembre/,,"Attijariwafa Bank enregistre une nouvelle amélioration de ses indicateurs au titre des neuf premiers mois de 2025.
Dans ce cadre, le produit net bancaire s’établit à 26,4 MMDH, en hausse de 4,7% sur un an, ou +7% à cours de change constants par rapport à la même période de 2024.
Cette évolution est portée par une dynamique commerciale soutenue, tant en matière de collecte de dépôts que de financement de l’économie au Maroc et dans les pays de présence du groupe.
Les dépôts consolidés progressent ainsi de 8,6%, tandis que les crédits augmentent de 5,4% par rapport à fin septembre 2024.
En effet, les dépôts de la clientèle atteignent 505,9 MMDH, tandis que les crédits à la clientèle s’établissent à 425,9 MMDH, selon le bilan consolidé du groupe
Le résultat d’exploitation atteint 14,1 MMDH, soit une croissance de 10%, grâce notamment à la nette amélioration du coût du risque. Celui-ci recule de 18,7%, pour s’établir à 2,7 milliards de dirhams, correspondant à 0,78% des encours bruts de clientèle contre 1,01% un an auparavant.
Le résultat net ressort à 9,6 MMDH, en hausse de 13,4% sur un an. Le résultat net part du groupe atteint 8,3 MMDH, en progression de 14,9% par rapport à septembre 2024.
La solidité financière du groupe se renforce par ailleurs. Les fonds propres consolidés s’élèvent à 77,8 MMDH, contre 69,8 MMDH un an auparavant, soit une augmentation de 11,4%.
Source: medias24.com",direct:medias24_topic,100,1,2026-04-15T18:18:15.864287+00:00
2025-11-13T04:13:00+00:00,ATW,"Attijariwafa bank SA Reports Earnings Results for the Nine Months Ended September 30, 2025",MarketScreener,https://www.marketscreener.com/news/attijariwafa-bank-sa-reports-earnings-results-for-the-nine-months-ended-september-30-2025-ce7d5fd3dd8ef42c,,,direct:marketscreener_atw_news,69,1,2026-04-15T18:18:15.864287+00:00
